理,675
璇,676
瓜,677
甘,678
甚,679
生,680
用,681
甫,682
田,683
由,684
画,685
畅,686
界,687
留,688
病,689
痒,690
痴,691
登,692
白,693
百,694
的,695
皆,696
皇,697
益,698
盖,699
盘,700
盛,701
盥,702
目,703
盲,704
直,705
相,706
看,707
真,708
眼,709
着,710
睢,711
矣,712
知,713
石,714
砖,715
破,716
碧,717
示,718
礼,719
神,720
禄,721
禅,722
福,723
离,724
禽,725
秀,726
秉,727
秋,728
种,729
秦,730
积,731
称,732
稽,733
穆,734
穷,735
空,736
立,737
竟,738
章,739
端,740
竹,741
笋,742
笑,743
笔,744
第,745
等,746
筑,747
米,748
类,749
精,750
系,751
素,752
紫,753
约,754
纷,755
纸,756
细,757
终,758
经,759
给,760
绝,761
继,762
绿,763
置,764
美,765
群,766
老,767
者,768
而,769
耳,770
联,771
聚,772
肃,773
胜,774
能,775
脏,776
脩,777
腊,778
腌,779
腔,780
膺,781
臣,782
自,783
至,784
致,785
臺,786
舍,787
舞,788
舟,789
船,790
良,791
色,792
艺,793
节,794
花,795
芳,796
苍,797
苏,798
若,799
苦,800
英,801
茂,802
范,803
茶,804
草,805
荐,806
荒,807
荣,808
药,809
莫,810
获,811
萧,812
落,813
蒙,814
薄,815
藏,816
虎,817
虚,818
虞,819
虫,820
虽,821
蛇,822
蜀,823
蜡,824
行,825
衣,826
衰,827
被,828
襄,829
西,830
覆,831
见,832
观,833
觉,834
解,835
言,836
謚,837
警,838
议,839
记,840
许,841
论,842
访,843
识,844
诊,845
试,846
诗,847
诚,848
语,849
请,850
诸,851
读,852
谁,853
谓,854
谢,855
谷,856
象,857
豫,858
财,859
贤,860
贵,861
贺,862
资,863
赠,864
走,865
赵,866
起,867
趣,868
足,869
跖,870
路,871
跳,872
踊,873
身,874
转,875
轻,876
载,877
辈,878
辛,879
辞,880
辨,881
辰,882
边,883
迁,884
过,885
近,886
还,887
远,888
述,889
迹,890
适,891
通,892
造,893
遂,894
道,895
遗,896
邑,897
邮,898
郁,899
郎,900
郑,901
郡,902
部,903
都,904
酒,905
醉,906
醒,907
采,908
里,909
重,910
野,911
金,912
钱,913
铁,914
铜,915
铭,916
锈,917
长,918
门,919
问,920
闲,921
间,922
闹,923
闻,924
阁,925
阳,926
阴,927
际,928
陈,929
陋,930
降,931
除,932
陵,933
陶,934
隆,935
随,936
隐,937
隶,938
难,939
雄,940
雅,941
集,942
雨,943
雪,944
雷,945
雾,946
霁,947
霉,948
霜,949
青,950
静,951
非,952
面,953
音,954
须,955
顾,956
顿,957
领,958
颇,959
频,960
颖,961
题,962
颜,963
风,964
飞,965
食,966
餐,967
饥,968
饭,969
饮,970
馀,971
馆,972
首,973
香,974
马,975
驰,976
骑,977
骨,978
高,979
髮,980
鬼,981
魂,982
魏,983
鱼,984
鲁,985
鸟,986
鸣,987
鸿,988
鹅,989
鹤,990
鹿,991
黄,992
黑,993
鼓,994
鼠,995
齐,996
齿,997
龙,998
龟,999
